epoch,train_loss,val_loss,macro_auroc,macro_auprc,macro_f1,micro_auroc,train_val_loss_gap
3,0.3804201296649209,0.4007470837499123,0.8283784830040196,0.2447551794303891,0.2756107432843307,0.8579651779022168,0.02032695408499141
4,0.3682440538783109,0.4063951265845535,0.8211433869656863,0.2442061377728524,0.2557974107634893,0.8432600050886044,0.03815107270624263
5,0.3648810766146174,0.3939692331717642,0.830748421949567,0.2462319182333485,0.2774405491224795,0.865453939759963,0.029088156557146805
6,0.3559058171244965,0.3981728961255965,0.8312632480556319,0.2567184103227224,0.2741256395368973,0.8618325544120017,0.042267079001099994
7,0.3466526945389763,0.3976803928939313,0.8318502032826766,0.2623975486399689,0.3053325319406292,0.8722946444134075,0.05102769835495502
8,0.3366340580591613,0.397733043849069,0.8371833826509364,0.263470447880318,0.314957914937216,0.8703325608826741,0.06109898578990769
9,0.3259115584216152,0.3977377331819927,0.8373033352839379,0.2681604423370506,0.311993089103698,0.8653988816554774,0.0718261747603775
10,0.3125001926478226,0.4094652415456425,0.8309972142183483,0.2596940425192905,0.3113716284065257,0.8641270824840277,0.09696504889781993
